CODE,DECIMALS,ABBREV,FULL_NAME,UNITS,NARR
1789,2,BA/D-MS,BARIUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1790,3,BE/D-MS,BERYLLIUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1791,3,BI/D-MS,BISMUTH DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1792,3,CD/D-MS,CADMIUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1793,3,CE/D-MS,CERIUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1794,3,CO/D-MS,COBALT DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1795,2,CR/D-MS,CHROMIUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1796,3,CS/D-MS,CESIUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1797,2,CU/D-MS,COPPER DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1798,1,FE/D-MS,IRON DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1799,3,GA/D-MS,GALLIUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1800,3,LA/D-MS,LANTHANUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1801,2,LI/D-MS,LITHIUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1802,2,MN/D-MS,MANGANESE DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
1803,3,MO/D-MS,MOLYBDENUM DISSOLVED - INT.,UG/L,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS:  The whole water sample is filtered through a 0.45 micron cellulose acetate filter paper and the filtrate stored in a HDPE or Teflon bottle. The container is de-capped in a Class 100 Workstation, acidified to 2%(v/v) HNO3 and recapped. The sample is ""in-bottle"" digested in a convection oven , set at 65 degrees C for 16 hours (overnight). The sample is cooled and introduced to an inductively coupled argon plasma- collision/reaction cell mass spectrometer ( CRC-ICP-MS ) by discrete sampling pnuematic nebulization. Each respective element  is measured at a specific mass to charge ratio, m/z value expressed in amu(atomic mass units). Parameters analyzed in reaction gas [H2] mode, [Se(77)] only, in collision gas [He] mode include   [Al(27), As(75), B(11), Co(59), Cr(52), Cu(65), Fe(56), Mn(55), Ni (60), Sr(86), Ti(47), V(51), and Zn(66)] and in normal mode include  [Ag(107), Ba(135), Be(9), Bi(209), Cd(111), Ce(140), Cs(133), Ga (71), La(139), Li(7), Mo(98), Nb(93), Pb(208), Pd(106), Pt(195), Rb(85), Sb (121), Sn(120), Tl(205), U(238), W(184), Y(89)].  NLET, Burlington, Method 02-2004. Requested June 2011."
